id,created_at,source,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,user_id_str,user_screen_name,place_country_code,place_full_name,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,text
 #SouthAfrica #Drakensberg #Waterfall #Travel #Clerens #Adventure #YOLO #Forrest #Woods #Stream… https://t.co/qNWiR6rplW
1075158897948876800,2018-12-18 22:40:31,Instagram,,,,262009316,RebelTrooper09,US,"Grants Pass, OR",False,0,0,False,False,en,HIS plans #photography #mountains #forest #woods #river #stream #winter #naturephotography #nature #naturelovers… https://t.co/HuelDt4XYz
1075158233638207488,2018-12-18 22:37:53,Instagram,,,,262009316,RebelTrooper09,US,"Grants Pass, OR",False,0,0,False,False,en,HIS plans #photography #mountains #forest #woods #river #stream #winter #naturephotography #nature #naturelovers… https://t.co/Udf3WxrwVE
1075243732092493824,2018-12-19 04:17:37,Instagram,,,,1619799860,hookedsprockets,,,False,0,0,False,False,und,#healthcare #brain #corvette #pain #painmanagement #chemicalguys #poolboy #ocean #beach #lake #river #stream #nurse… https://t.co/6upuRqvwSc
1075187227284660225,2018-12-19 00:33:05,Instagram,,,,22031441,sosparkly,US,"Ohio, USA",False,0,0,False,False,en,The rushing waters #river #stream #woods #trees 🌲 @ Clifton Gorge State Nature Preserve https://t.co/G6ov5hdWvA
1072989631656939521,2018-12-12 23:00:38,Hootsuite Inc.,,,,515680795,FramedImage,,,False,0,1,False,False,en,"Winter is Coming Exhibit &amp; Sale at Framed Image thru Dec 31st. Stream Along by Nancy Wylie, Pastel, 11x14, $700… https://t.co/xb4qhqx9dg"
1073228777319211009,2018-12-13 14:50:54,Twitter for iPhone,,,,910857717207769089,NRobinsonEA,,,False,3,0,False,False,en,RT @LincChalkStream: No particular #invasivespecies on the #chalkstream we were last in but still doing #checkcleandry before going to diff…
1073222584131567618,2018-12-13 14:26:18,Twitter Web Client,,,,1026400249,LincsWoldsAONB,,,False,3,0,False,False,en,RT @LincChalkStream: No particular #invasivespecies on the #chalkstream we were last in but still doing #checkcleandry before going to diff…
1073213869143801856,2018-12-13 13:51:40,Twitter Web Client,,,,991594449145876481,gareth_alder,,,False,3,0,False,False,en,RT @LincChalkStream: No particular #invasivespecies on the #chalkstream we were last in but still doing #checkcleandry before going to diff…
1073206824223105024,2018-12-13 13:23:40,TweetDeck,,,,2922902337,LincChalkStream,,,False,3,11,False,False,en,No particular #invasivespecies on the #chalkstream we were last in but still doing #checkcleandry before going to d… https://t.co/2QIfWQXczp
1073200881837969408,2018-12-13 13:00:03,Aldo Zaffalon,,,,2785271728,yamatho2,,,True,1,0,False,False,en,RT @FrshwtrC: California being proactive conservationists   #Fishing #MarineBiology #Conservation #California #River #Stream #Creek #Lake #…
1073200400558379010,2018-12-13 12:58:09,Twitter for iPhone,,,,1071757570925191173,FrshwtrC,,,True,1,0,False,False,en,California being proactive conservationists   #Fishing #MarineBiology #Conservation #California #River #Stream… https://t.co/wF3ZIoDuYI
1073154182008303616,2018-12-13 09:54:29,Twitter Web Client,,,,1015430650843750400,RyevenRaven,,,False,180,0,False,False,en,RT @AstridIdrilFox: I drew concept art for my animation/PMV thing about Graystripe and Silverstream which I'm working on ^^  #Warriors #war…
1073481626888343553,2018-12-14 07:35:38,Twitter for iPhone,,,,3407638493,lexGGP,,,False,5,0,False,False,en,RT @LincChalkStream: No particular #invasivespecies on the #chalkstream we were last in but still doing #checkcleandry before going to diff…
1073472014189543424,2018-12-14 06:57:26,Twitter Web Client,,,,179150285,WSFTrust,,,False,5,0,False,False,en,RT @LincChalkStream: No particular #invasivespecies on the #chalkstream we were last in but still doing #checkcleandry before going to diff…
